rank	path	liked_count	price	published_at	body_updated_at
73	ysmkotm/ai-delegated-business-experiment	0	300	2026-08-09T21:06:19.235+09:00	2026-08-12T15:04:03.435+09:00
74	shoebill_dev27/ai-driven-dev-it-basics	1	1500	2026-08-07T01:40:12.745+09:00	2026-08-07T01:40:18.690+09:00
75	patios/8e26cc3fb79acf	1	0	2026-07-31T10:11:13.494+09:00	2026-07-31T09:55:29.731+09:00
76	karasuda_lab/ai-org-15-scars	0	900	2026-07-23T01:31:04.217+09:00	2026-07-23T01:31:14.612+09:00
77	popain/claude-code-autonomous-ops	1	500	2026-07-23T00:43:09.758+09:00	2026-08-05T00:11:23.506+09:00
78	suuungwoo/personal-ai-system-guide	0	500	2026-07-19T02:00:52.703+09:00	2026-07-19T02:01:59.813+09:00
79	techcida/1cd1d66c775f99	0	1200	2026-07-18T21:19:52.655+09:00	2026-07-18T21:24:56.409+09:00
80	ccstudio/claude-code-hooks-guide	0	1000	2026-07-09T22:00:35.230+09:00	2026-07-09T21:50:59.925+09:00
81	kazukisakai0129/bfb513d3736da1	2	0	2026-07-09T01:51:47.585+09:00	2026-07-09T01:49:34.050+09:00
82	syumai6842/claude-code-ai-secretary	0	500	2026-07-06T16:32:10.704+09:00	2026-07-06T16:32:14.162+09:00
83	narita1980/claude-code-for-engineers	0	200	2026-07-05T15:53:17.610+09:00	2026-07-05T15:53:24.373+09:00
84	narita1980/claude-code-for-non-engineers	2	200	2026-07-05T14:59:29.360+09:00	2026-07-05T14:59:34.867+09:00
85	akagifreeez/eu-ai-act-art50	0	1200	2026-07-04T21:32:00.108+09:00	2026-07-04T21:30:50.104+09:00
86	yutabeee/claude-code-autonomous	10	0	2026-06-06T14:15:54.889+09:00	2026-06-06T14:59:24.598+09:00
87	jiro2026/dojoru-kaihatsu-hiwa	1	0	2026-08-16T21:40:11.305+09:00	2026-09-03T23:02:58.387+09:00
88	is0629sy/mirakura-advance-05	0	0	2026-08-05T14:06:42.726+09:00	2026-08-05T18:54:56.345+09:00
89	talks_tldr_jp/claude-code-video-pipeline	1	2000	2026-07-25T01:56:05.056+09:00	2026-07-25T01:56:05.572+09:00
90	sosa/self-attention-book	0	1000	2026-07-21T13:05:15.864+09:00	2026-07-21T13:15:43.635+09:00
91	tyuya/umiyui-unei-jitsuroku	0	800	2026-07-11T05:39:39.325+09:00	2026-07-11T04:49:51.322+09:00
92	seeda_yuto/code-with-claude-code-harness	0	1900	2026-07-01T09:26:42.582+09:00	2026-06-22T16:33:03.382+09:00
93	is0629sy/mirakura-advance-02	0	0	2026-06-30T18:14:09.685+09:00	2026-07-01T17:24:25.987+09:00
94	tottoko_hamu/delegating-work-to-claude-code	1	900	2026-06-27T17:42:37.262+09:00	2026-07-05T21:47:43.743+09:00
95	nume0449/claude-code-premiere-automation	0	1900	2026-06-27T11:30:59.858+09:00	2026-06-26T11:13:02.624+09:00
96	kizibato/56a6d6fc07a78d	1	200	2026-06-26T21:40:51.498+09:00	2026-06-26T21:37:50.631+09:00
97	masayan1126/claude-desktop-3-modes	0	300	2026-06-26T19:59:35.362+09:00	2026-06-26T19:59:41.643+09:00
98	keitah0322/falco-evolution-nextgen-runtime	6	0	2026-06-15T22:39:47.605+09:00	2026-06-15T22:51:56.861+09:00
99	kairosai/4727f19a3adf1f	0	1000	2026-09-11T03:46:31.325+09:00	2026-09-10T00:38:50.511+09:00
100	tanuki_chan/2936b2eb58db4a	0	0	2026-09-10T06:35:33.420+09:00	2026-09-07T16:26:36.814+09:00
101	genkunjc/claude-code-parallel-kit	0	500	2026-09-05T05:14:05.689+09:00	2026-09-19T03:45:16.671+09:00
102	omnikros/inspect-ai-written-code	0	1000	2026-09-05T01:17:17.709+09:00	2026-09-05T01:08:40.773+09:00
103	atoshimatsu/b3f328e95af0cd	0	300	2026-09-02T16:05:10.425+09:00	2026-09-02T15:43:58.832+09:00
104	leading_ai/what-they-wont-teach-you	0	0	2026-09-02T05:26:04.876+09:00	2026-09-02T05:26:09.150+09:00
105	oggata/b456bf284e4f8e	0	0	2026-08-26T22:17:48.081+09:00	2026-08-07T15:54:08.440+09:00
106	akuroiwa/dev-note-spec-craft	0	0	2026-08-25T19:19:03.553+09:00	2026-08-17T20:46:12.578+09:00
107	yhay81/llm-api-cost-optimization	1	0	2026-08-22T14:44:03.573+09:00	2026-08-23T18:46:25.000+09:00
108	imu_imu/claude-guide	0	0	2026-08-11T18:33:23.725+09:00	2026-08-11T20:05:20.561+09:00
109	joinclass/claude-skills-complete-guide	2	1300	2026-07-11T08:00:17.231+09:00	2026-07-09T18:41:47.126+09:00
110	keithval/claude-code-ops-guide	0	1000	2026-07-09T02:55:10.126+09:00	2026-07-11T10:38:38.787+09:00
111	narita1980/claude-code-loop-practical	1	0	2026-07-05T15:55:43.403+09:00	2026-07-05T15:55:49.587+09:00
112	ryu_takatsukasa/ad34ef7fdb4264	2	0	2026-07-04T13:31:54.492+09:00	2026-07-05T00:06:20.374+09:00
113	aria3/claude-code-autonomous-agents	1	1500	2026-07-03T10:06:23.869+09:00	2026-07-03T10:11:45.331+09:00
114	hkame/ai-architect-rag	2	0	2026-06-30T04:54:08.036+09:00	2026-07-04T05:50:10.752+09:00
115	memolab/86eb3309b2cccc	0	0	2026-06-23T18:11:23.967+09:00	2026-06-22T18:49:43.219+09:00
116	dev_shota/claude-code-practical-ops-guide	2	1000	2026-06-20T00:44:04.198+09:00	2026-06-20T05:31:04.405+09:00
117	mofuteq/a2fff004033f5b	1	800	2026-06-13T21:42:35.343+09:00	2026-06-13T21:42:02.562+09:00
118	todo_inc/be87a733eb854e	0	1500	2026-08-15T23:10:00.920+09:00	2026-08-15T23:06:04.063+09:00
119	takenori_kusaka/pit-in-process	0	0	2026-08-08T10:19:54.154+09:00	2026-09-16T21:04:20.648+09:00
120	kosments/backend-ai-era-2026	3	0	2026-07-06T01:41:45.692+09:00	2026-08-21T23:27:23.065+09:00
121	kk_ai_kaihatsu/ai-native-pm	1	500	2026-06-29T10:11:41.791+09:00	2026-06-29T10:08:57.682+09:00
122	takepon7/delegate-code-not-judgment	2	1500	2026-06-27T11:37:39.804+09:00	2026-06-26T23:35:12.754+09:00
123	shoebill_dev27/ai-agent-sre-ops	1	1500	2026-06-22T16:01:49.568+09:00	2026-06-22T20:20:12.596+09:00
124	is0629sy/mirakura-advance-01	1	0	2026-06-17T14:17:44.079+09:00	2026-06-17T16:07:48.571+09:00
125	mofuteq/60e6a6248ea8e1	0	2000	2026-06-15T20:32:11.649+09:00	2026-06-24T07:13:55.710+09:00
126	asaki/49a6b5aa05a407	0	2500	2026-06-14T10:10:02.290+09:00	2026-06-14T09:59:57.404+09:00
127	tu_hayaoki/agent-browser-practical	2	500	2026-06-13T17:04:17.398+09:00	2026-06-06T15:15:55.017+09:00
128	joinclass/ai-agent-business-efficiency-textbook	0	1300	2026-06-13T08:00:12.587+09:00	2026-06-13T08:00:16.158+09:00
129	nob193/mcp-server-guide	2	1500	2026-06-13T07:27:08.382+09:00	2026-06-13T07:27:11.302+09:00
130	tottoko_hamu/configuring-claude-code-without-code	2	900	2026-06-11T17:30:13.398+09:00	2026-07-05T21:47:42.032+09:00
131	ioriorigin/loop-ephemeral-agent	0	0	2026-09-17T22:37:48.160+09:00	2026-09-18T22:17:05.366+09:00
132	leading_ai/frontier-grade-open-weights	0	0	2026-09-11T05:43:50.081+09:00	2026-09-11T05:43:57.639+09:00
133	mostlove/learn-ai-basics	0	500	2026-08-17T21:54:29.906+09:00	2026-09-16T21:53:56.724+09:00
134	ayaextech_fill/deterministic-codegen-with-llm	0	0	2026-08-04T18:21:59.817+09:00	2026-08-04T18:22:07.322+09:00
135	imu_imu/claude-advanced	1	0	2026-07-30T21:34:19.521+09:00	2026-08-11T20:05:09.857+09:00
136	shohei_ai_lab/7ba75032da798d	0	500	2026-07-25T21:21:03.720+09:00	2026-08-04T04:10:23.728+09:00
137	ekusibhrm/laravel-claude-code-guide	0	1200	2026-07-13T20:00:21.590+09:00	2026-07-27T01:45:36.690+09:00
138	midking/fable5-koikoi-midking	1	1000	2026-07-10T02:34:43.010+09:00	2026-07-10T01:52:03.204+09:00
139	natsuking/crypto-insurance	2	0	2026-07-08T18:47:25.857+09:00	2026-08-09T15:57:50.305+09:00
140	okzaq/dify-chatflow-skill-book	1	2000	2026-06-20T18:20:26.248+09:00	2026-06-22T05:29:48.488+09:00
141	shun_producer/ec714f88e8b148	0	500	2026-06-08T21:16:25.692+09:00	2026-06-08T21:14:34.135+09:00
142	mamanbou/fa1bd1d024bd6b	0	500	2026-06-08T00:52:05.735+09:00	2026-06-07T22:32:48.771+09:00
143	enaiya/ai-era-information-intro	1	0	2026-06-07T18:21:33.602+09:00	2026-06-07T16:24:32.128+09:00
144	riku2025/agent-role-separation-kit	0	2000	2026-07-30T21:15:58.068+09:00	2026-07-30T21:56:09.101+09:00
145	jidoka_lab/ai-agent-automation	0	1000	2026-07-14T15:30:08.098+09:00	2026-08-01T19:01:30.281+09:00
146	masayan1126/claude-agent-skills-developer-guide	0	300	2026-07-10T08:57:02.770+09:00	2026-07-10T08:57:11.809+09:00
147	aimakerlab/bead6d47a62b9d	0	1000	2026-07-07T12:24:02.591+09:00	2026-07-07T12:07:13.894+09:00
148	tottoko_hamu/building-agent-team-with-claude-code	1	500	2026-07-04T20:54:22.918+09:00	2026-07-05T21:47:40.667+09:00
149	hopetekigozaru/ai-driven-company	1	0	2026-07-03T16:59:23.002+09:00	2026-07-03T16:55:54.262+09:00
150	yushiyamamoto/non-engineer-ai-automation	0	800	2026-06-28T20:42:13.334+09:00	2026-06-28T14:56:19.462+09:00
151	ymk_salt2/automated-feature-engineering-20260609	1	0	2026-06-04T11:59:59.290+09:00	2026-06-08T18:27:07.023+09:00
152	is0629sy/advance-trial	1	0	2026-06-03T18:13:43.251+09:00	2026-06-02T16:05:34.735+09:00
153	naoyabone/731080f463b472	0	0	2026-06-02T16:04:19.290+09:00	2026-06-02T15:25:27.813+09:00
154	minewo/plangate-guide	1	0	2026-06-02T06:14:19.374+09:00	2026-06-02T06:14:24.880+09:00
155	tottoko_hamu/writing-with-ai-team-without-code	1	900	2026-06-01T16:26:58.785+09:00	2026-07-05T21:47:49.786+09:00
156	como/codex-jitsuro-links	0	0	2026-06-01T01:59:12.800+09:00	2026-06-01T01:25:21.128+09:00
157	sin9_ha/claude-code-real-saas	1	1000	2026-05-31T22:34:58.035+09:00	2026-06-28T09:57:55.991+09:00
158	ml_bear/f2d52a3bc0b33c	100	500	2026-04-06T09:27:23.835+09:00	2026-04-08T01:33:28.367+09:00
159	mugen_web/claude-code-laravel-jitsumu	0	1000	2026-09-13T19:22:58.619+09:00	2026-09-16T11:13:55.265+09:00
160	chobitnet/loop-engineering-harness	0	500	2026-09-05T19:03:00.609+09:00	2026-09-10T04:51:32.971+09:00
161	hellohazime/agi-to-suki-honi	0	1500	2026-08-27T18:01:46.176+09:00	2026-09-03T23:14:06.018+09:00
162	motimotinotch/438d0637868af8	0	0	2026-08-25T06:42:06.016+09:00	2026-08-25T06:38:24.682+09:00
163	leading_ai/the-ai-strategist	0	0	2026-08-21T17:57:17.062+09:00	2026-08-21T17:57:22.736+09:00
164	gungrifone/c17fa489c8ae00	0	1200	2026-07-23T00:29:39.758+09:00	2026-07-23T00:14:53.582+09:00
165	sulfura/4ee847571be7af	0	800	2026-06-28T20:12:02.136+09:00	2026-06-28T20:04:57.609+09:00
166	qwerewq/87bec46344463a	0	0	2026-06-27T13:59:52.718+09:00	2026-07-13T23:39:02.467+09:00
167	kuon_algo/5060d7bbf20740	0	2000	2026-06-11T00:54:23.671+09:00	2026-06-11T11:29:00.454+09:00
168	bpf/074fdaa8c741dc	0	600	2026-06-07T22:59:00.765+09:00	2026-07-15T15:23:24.638+09:00
169	protoout/17_fukui-202606	0	0	2026-06-07T11:10:21.330+09:00	2026-07-24T10:51:35.367+09:00
170	mshirakawa/llm-security-handbook	0	1500	2026-05-26T14:37:05.729+09:00	2026-05-26T14:58:17.747+09:00
171	harness/ai-dev-contracts	0	0	2026-05-25T23:27:17.730+09:00	2026-05-25T23:27:20.611+09:00
172	tottoko_hamu/operating-ai-team-without-code	2	900	2026-05-25T15:46:47.318+09:00	2026-07-05T21:47:46.768+09:00
173	mikumaitimitan/agentic-investment-ai-textbook	2	1000	2026-05-25T01:01:03.654+09:00	2026-05-25T02:52:24.001+09:00
174	sktt_panda/claude-code-handson	1	500	2026-05-23T09:33:48.470+09:00	2026-05-23T09:46:42.474+09:00
175	yushiyamamoto/practical-ai-automation	2	1500	2026-06-16T11:38:42.347+09:00	2026-06-16T11:29:52.007+09:00
176	imu_imu/claude-beginner	1	0	2026-06-10T19:38:24.249+09:00	2026-08-11T20:05:12.918+09:00
177	student_blog/g-kentei-ai-literacy-guide	1	0	2026-08-09T13:33:26.093+09:00	2026-08-27T22:25:50.907+09:00
178	asumiminori/configuration-series	0	0	2026-06-19T12:17:55.102+09:00	2026-06-19T18:01:52.705+09:00
179	masayan1126/claude-code-tips-levels	0	300	2026-06-16T11:20:21.980+09:00	2026-06-16T11:20:29.316+09:00
180	masayan1126/ai-driven-dev-claude-code-outcomes	1	300	2026-06-05T22:12:41.009+09:00	2026-06-05T22:12:48.740+09:00
181	supertaro/dd05c4ce0e4a02	6	0	2026-06-01T23:03:39.145+09:00	2026-06-01T21:34:22.812+09:00
182	hiyori_tech/claude-code-jissen	1	2000	2026-05-19T21:56:16.656+09:00	2026-05-19T21:48:17.956+09:00
183	masarufuruya/f5000d1e4d5273	3	500	2026-05-17T16:33:03.664+09:00	2026-05-16T17:44:21.217+09:00
184	hkame/ai-architect-production	3	0	2026-06-27T06:18:28.118+09:00	2026-07-04T05:50:09.995+09:00
185	soranijimame/soraxiom-codex-jissen-guide	1	800	2026-06-27T00:41:12.790+09:00	2026-09-08T00:56:58.296+09:00
186	sosa/llm-how-yaxworks	0	1000	2026-06-18T08:15:29.087+09:00	2026-07-21T13:15:42.787+09:00
187	como/kiro-jitsuro-links	0	0	2026-06-10T10:29:37.464+09:00	2026-06-01T01:25:27.136+09:00
188	yamamoto_ryuzo/rag-multiagent-build	0	0	2026-05-30T19:58:02.026+09:00	2026-06-16T20:42:10.929+09:00
189	hideki_tamae/ai-agent-engineering-guide	1	2000	2026-08-22T12:29:05.880+09:00	2026-09-13T21:28:28.596+09:00
190	shoebill_dev27/claude-code-ops	2	1200	2026-06-12T23:07:52.281+09:00	2026-06-16T01:17:15.002+09:00
191	seeiji/f54b1d70692a45	1	0	2026-05-31T16:47:46.853+09:00	2026-06-08T22:57:41.514+09:00
192	sktt_panda/claude-code-templates	0	500	2026-05-12T08:41:12.120+09:00	2026-05-04T21:52:17.481+09:00
193	futoka/ai-spec-driven-development	0	500	2026-05-09T10:39:34.872+09:00	2026-05-09T10:39:42.370+09:00
194	sktt_panda/claude-code-personal-dev	2	300	2026-05-03T09:02:59.148+09:00	2026-05-03T16:37:05.484+09:00
195	student_blog/generative-ai-passport-study-guide	1	0	2026-08-10T14:34:03.407+09:00	2026-08-27T22:25:52.208+09:00
196	jumboo/ai-development-failure	1	500	2026-06-12T18:18:13.372+09:00	2026-06-08T05:54:34.198+09:00
197	masayan1126/claude-code-hooks-advanced	3	300	2026-05-22T17:37:23.192+09:00	2026-05-22T17:37:31.576+09:00
198	masayan1126/claude-code-subagents-master	16	300	2026-05-06T16:30:12.822+09:00	2026-05-06T16:30:20.688+09:00
199	kymx1983/20260502-aws-security-agent-handson	2	0	2026-05-02T22:28:47.703+09:00	2026-05-30T14:35:50.417+09:00
200	masayan1126/claude-design	4	300	2026-04-26T16:02:06.321+09:00	2026-04-26T17:56:08.170+09:00
201	noisepopwhyd_ai/52173e87454abd	0	2000	2026-07-09T17:34:16.500+09:00	2026-07-09T17:17:15.780+09:00
202	masayan1126/claude-code-cost-tips	1	300	2026-05-29T21:50:38.862+09:00	2026-05-29T21:50:43.752+09:00
203	sin9_ha/claude-code-oci	5	1000	2026-05-08T23:39:24.951+09:00	2026-06-28T09:57:54.828+09:00
204	ryu_takatsukasa/ae6557e79c6aaf	3	1800	2026-05-02T01:39:21.086+09:00	2026-06-03T23:31:26.602+09:00
205	pakku8914/claude_code_master_course	3	0	2026-08-20T18:33:35.982+09:00	2026-08-20T18:37:50.410+09:00
206	yamamoto_ryuzo/rag-civil-engineering	2	0	2026-05-24T10:44:24.339+09:00	2026-05-30T18:15:48.873+09:00
207	masayan1126/claude-code-keyboard-shortcuts	2	300	2026-05-13T20:32:50.101+09:00	2026-05-13T20:32:56.657+09:00
208	nttdushijima/a4e1fda393357f	2	0	2026-05-11T20:38:56.527+09:00	2026-06-09T17:00:23.117+09:00
209	ulp/918844a3d83627	2	0	2026-05-11T01:10:23.522+09:00	2026-05-11T03:18:37.461+09:00
210	shinyay/getting-started-with-tokens-en	0	0	2026-04-29T12:11:48.938+09:00	2026-04-29T13:45:13.903+09:00
211	dev_to_earn/a2901fb88d4fa4	1	300	2026-04-27T00:54:57.388+09:00	2026-04-30T17:56:55.298+09:00
212	masayan1126/claude-code-hooks-basic	5	300	2026-04-25T16:23:53.098+09:00	2026-04-06T12:07:15.953+09:00
213	luoxi/agent-harness-basic	3	0	2026-04-25T02:02:19.473+09:00	2026-04-25T01:06:00.584+09:00
214	myntai/spec-driven-frontier	14	0	2026-05-24T19:06:34.020+09:00	2026-09-13T16:22:45.506+09:00
215	takenori_kusaka/sovereign-resilience-blueprint	0	0	2026-08-23T17:54:43.646+09:00	2026-09-16T21:04:43.004+09:00
216	sin9_ha/claude-code-workflow	2	0	2026-05-20T12:13:57.033+09:00	2026-06-28T09:57:57.781+09:00
217	amu_lab/claude-business-skills-guide	1	2000	2026-05-16T11:30:02.405+09:00	2026-05-16T11:30:04.095+09:00
218	beeeegle/1353d739f6c538	1	1000	2026-05-01T11:28:30.408+09:00	2026-05-01T11:29:12.333+09:00
219	shinseitaro/pi-clojure-ai-tools-handson	4	0	2026-04-20T09:02:19.781+09:00	2026-04-20T09:00:08.575+09:00
220	joinclass/engineer-next-definition	1	2000	2026-04-18T23:45:25.436+09:00	2026-04-18T23:45:31.618+09:00
221	hako_hako/legacy-refactoring-nexus-scalardb	5	0	2026-06-15T18:12:32.874+09:00	2026-06-15T18:12:42.228+09:00
222	nezu511/0a000eaab741a6	2	0	2026-05-07T03:55:42.518+09:00	2026-05-12T16:40:39.523+09:00
223	keiichi_okamoto/177c74dcba5738	1	0	2026-05-03T08:33:28.940+09:00	2026-05-21T20:34:29.088+09:00
224	solwat/sre-ai-collaboration	2	1000	2026-05-02T08:28:30.904+09:00	2026-06-05T16:58:55.980+09:00
225	shinyay/getting-started-with-tokens	5	0	2026-04-29T12:12:00.936+09:00	2026-04-29T13:45:23.206+09:00
226	masayan1126/claude-managed-agents-handson	2	300	2026-04-24T07:30:26.495+09:00	2026-04-18T18:36:02.160+09:00
