rank	path	liked_count	price	published_at	body_updated_at
457	deepblackinc/ad568c611643c6	7	5000	2021-01-13T16:13:07.052+09:00	2025-01-31T19:12:57.855+09:00
458	50m_regent/6db136ab3b76b4ff6513	4	500	2020-11-09T00:05:28.243+09:00	2020-11-14T10:20:35.988+09:00
459	joinclass/claude-code-multi-agent	2	2000	2026-03-26T09:40:50.542+09:00	2026-04-14T22:37:23.303+09:00
460	hamaup/claudecode-3f03ea67519a	6	700	2026-01-31T01:38:59.542+09:00	2026-07-02T16:04:10.989+09:00
461	umi_mori/llm-rag-langchain-python	778	0	2024-10-13T18:29:33.825+09:00	2026-07-17T18:24:17.423+09:00
462	katakanaonline/claude-code-mcp-web-business	2	1000	2026-03-21T06:41:27.747+09:00	2026-03-21T07:02:42.568+09:00
463	seeda_yuto/claude-code-custom-skills	2	1500	2026-03-20T12:48:31.665+09:00	2026-03-17T14:22:58.398+09:00
464	rai_rai/shannon-devlog	0	0	2026-03-20T01:36:38.506+09:00	2026-03-20T01:24:16.534+09:00
465	yhay81/software-engineering-2026	11	0	2026-03-15T19:52:31.891+09:00	2026-03-15T19:57:22.270+09:00
466	yamato_snow/release-with-claude-code	11	0	2026-03-11T17:55:37.535+09:00	2026-03-11T18:35:54.856+09:00
467	hellohazime/practical-agi	0	300	2026-01-23T16:00:11.167+09:00	2026-01-23T16:28:08.777+09:00
468	engineer__117/claudecode-guide	1	1000	2026-03-13T18:00:22.233+09:00	2026-04-24T12:38:45.401+09:00
469	rexkk/aether_local_llm	1	1000	2026-03-02T20:11:11.378+09:00	2026-03-06T23:39:32.963+09:00
470	nahisaho/8a46cdc39337ae	16	0	2026-03-02T07:00:41.436+09:00	2026-03-02T07:08:27.113+09:00
471	cbmrham/cognitive-feedback-design	4	800	2026-02-26T07:42:01.562+09:00	2026-07-07T03:28:09.638+09:00
472	kazuki_tam/adcb6700e0a542	28	0	2025-07-30T19:49:55.334+09:00	2026-04-07T10:24:08.316+09:00
473	t1os0ei9/6f185372aa63a7	0	0	2026-04-02T13:57:06.173+09:00	2026-04-19T00:23:16.137+09:00
474	koji_ai_inc/openclaw-ai-agent-guide	1	1000	2026-04-01T08:35:19.926+09:00	2026-04-05T16:18:22.460+09:00
475	satsuk/85c7f50f841b88	0	4800	2026-03-15T00:42:11.711+09:00	2026-03-15T00:39:31.389+09:00
476	nullcontroller/db491398459cbc	0	0	2026-03-08T11:52:22.554+09:00	2026-04-12T16:58:44.089+09:00
477	litton/ai-godot-streaming	4	0	2025-12-25T02:46:57.432+09:00	2025-12-25T23:56:29.839+09:00
478	colorfulwave/e4179ec88d81b8	0	2500	2025-08-23T13:15:05.567+09:00	2026-05-20T20:46:49.991+09:00
479	kazzyfrog/aiprompt-box	4	1500	2025-06-01T20:27:55.489+09:00	2026-04-19T04:49:10.541+09:00
480	joinclass/ai-agent-management-guide	1	2000	2026-03-06T09:20:36.807+09:00	2026-04-14T22:37:18.218+09:00
481	firedev/ai-native-dev	0	1000	2026-02-28T14:13:55.973+09:00	2026-02-28T14:13:59.300+09:00
482	joinclass/sme-ai-automation-guide	1	2000	2026-02-27T22:51:51.581+09:00	2026-04-14T22:37:26.529+09:00
483	secula/cbfdb04a7ed5ec	5	0	2026-02-09T10:44:31.591+09:00	2026-02-08T13:03:57.014+09:00
484	koyogi/5eeeacc18427b2	0	0	2026-02-07T09:18:40.720+09:00	2026-02-17T07:16:34.238+09:00
485	qwerewq/caddb5f75bd6d9	0	0	2026-02-07T03:28:15.263+09:00	2026-02-11T21:16:41.346+09:00
486	umi_mori/prompt-engineer	1726	0	2023-05-06T20:51:32.641+09:00	2026-07-17T18:24:21.061+09:00
487	datablizzard/databricks-bible-2026	5	1200	2026-03-20T15:13:37.097+09:00	2026-03-20T14:59:55.291+09:00
488	yun_bow/04ff6b8d2901c9	1	0	2026-03-14T15:38:33.641+09:00	2026-04-02T12:26:31.501+09:00
489	mitsuo119/845a9fc2c6b973	4	1000	2026-03-07T23:03:49.817+09:00	2026-03-07T23:04:09.863+09:00
490	umi_mori/ai-code-editor-cursor	1121	0	2023-12-05T21:45:52.605+09:00	2026-07-17T18:23:53.170+09:00
491	doraking/6a55cfe12c3d44	0	0	2026-03-22T09:49:12.375+09:00	2026-03-22T09:47:26.229+09:00
492	commander/b346053a5ef057	0	0	2026-03-21T16:42:58.940+09:00	2026-03-21T16:42:16.925+09:00
493	oggata/2062bd2d116a0e	5	0	2026-03-04T13:56:49.989+09:00	2026-07-05T11:27:35.741+09:00
494	umi_mori/chatbot-chatgpt	580	0	2023-02-23T22:17:52.072+09:00	2026-07-17T18:24:07.166+09:00
495	bluecat/fde95966dae2e5	1	1000	2026-03-18T13:27:45.606+09:00	2026-03-18T13:16:22.686+09:00
496	yuichi_ai/claude-code-techniques	0	0	2026-03-15T10:37:43.183+09:00	2026-03-15T10:37:44.481+09:00
497	amu_lab/codex-gpt-5-4-guide	2	0	2026-03-11T05:30:43.537+09:00	2026-03-11T05:37:51.357+09:00
498	joinclass/claude-code-mcp-development	0	2000	2026-03-10T09:40:31.863+09:00	2026-04-14T22:37:22.369+09:00
499	seeda_yuto/vibe-coding-with-claude-code	1	1000	2026-02-24T23:38:33.864+09:00	2026-02-25T07:50:35.092+09:00
500	fsitlab/ai-agent-layered-map	3	0	2026-02-23T18:46:17.313+09:00	2026-02-23T20:22:37.181+09:00
501	joinclass/ai-coding-assistant-guide	0	1500	2026-02-23T14:00:07.651+09:00	2026-02-23T16:05:21.470+09:00
502	jimatomo/8158668ad6cd45	1	0	2026-02-23T12:17:40.168+09:00	2026-02-23T18:17:12.652+09:00
503	mirailabo_ai/24671f698377da	1	1000	2026-02-22T20:13:00.398+09:00	2026-02-22T19:58:17.056+09:00
504	kossssss/c3191a08d5ec42	0	3000	2026-02-22T12:14:22.578+09:00	2026-02-22T12:11:04.229+09:00
505	mizumizu112/6795eedef60ffa	0	500	2026-02-21T18:27:42.314+09:00	2026-02-21T18:26:29.872+09:00
506	7788/ai-sales-automation-guide	0	0	2026-02-21T00:50:30.996+09:00	2026-02-21T00:50:35.474+09:00
507	j_m/fd1d6906768288	0	0	2026-02-19T00:54:47.766+09:00	2026-03-06T02:27:40.618+09:00
508	soraristkhs/product-builder	0	0	2026-09-18T18:32:17.619+09:00	2026-09-18T18:03:40.298+09:00
509	leading_ai/palantir-ontology-strategy	0	0	2026-09-18T18:25:55.091+09:00	2026-09-18T18:26:00.506+09:00
510	redamoon/issue-driven-loop-engineering	0	500	2026-09-18T14:09:18.339+09:00	2026-09-18T14:09:18.795+09:00
511	kai_kou/claude-code-autonomous-ops-handbook	0	500	2026-09-18T09:13:20.173+09:00	2026-09-11T20:18:37.269+09:00
